E,U,Th
2.0185,29.666264786352095,23.854279756148372
2.0195,29.68108651029845,23.953619692314223
2.0205,29.804292955289565,23.94065393703505
2.0215,29.92761353619193,24.039712665088977
2.0225,30.051048701111338,24.1388634341218
2.0235,30.17459889213321,24.2381065992439
2.0245,30.187281891414802,24.223182217335882
2.0255,30.31061002508133,24.322144418208225
2.0265,30.43405404994906,24.421199613663326
2.0275,30.55761438351108,24.52034813871019
2.0285,30.68129143776155,24.50346018090783
2.0295,30.691831628041655,24.602327785742535
2.0305,30.815287780363374,24.701289254168234
2.0315,30.93886142374135,24.80034490248887
2.0325,31.062552947652797,24.781487957394862
2.0335,31.071283907256888,24.88026254290821
2.0345,31.19475504013135,24.979131782156784
2.0355,31.31834475292919,25.078095974019313
2.0365,31.442053414132317,25.057264197301848
2.0375,31.565881387533636,25.155947009256447
2.0385,31.5724592951574,25.254725191488717
2.0395,31.696067456069514,25.353599026627034
2.0405,31.819795547348985,25.330786167935948
2.0415,31.94364391350618,25.429378142724342
2.0425,32.06761289474833,25.52806613556921
2.0435,32.07203106932706,25.626850413928576
2.0445,32.195780532762676,25.60204984174225
2.0455,32.3196511546861,25.700551626259756
2.0465,32.44364325756679,25.799150012303027
2.0475,32.44623567797838,25.897845253153765
2.0485,32.57000812719584,25.871049977746654
2.0495,32.693902544483755,25.969461947713068
2.0505,32.817919235713106,26.067971042471022
2.0515,32.94205850305566,26.16657750204198
2.0525,32.94247674749468,26.137780196741474
2.0535,33.0663961964789,26.236102473614523
2.0545,33.190438644066056,26.33452234213109
2.0555,33.31460437711757,26.43304002989769
2.0565,33.31318355247248,26.402233050782456
2.0575,33.43712898483902,26.50046551739036
2.0585,33.561198076367184,26.598795989582126
2.0595,33.68539109956141,26.697224683330063
2.0605,33.80970832373143,26.66440008750556
2.0615,33.806096618757046,26.762542402513176
2.0625,33.93019297830041,26.860783087373374
2.0635,34.05441385639583,26.826318788786146
2.0645,34.17875950907663,26.924271909720222
2.0655,34.173293711434255,27.022323521031158
2.0665,34.29741771523569,27.12047381979284
2.0675,34.421666768712186,27.083976847352766
2.0685,34.54604111542321,27.181838230689028
2.0695,34.53871384408044,23.3439070781823
2.0705,34.662865635096814,23.42781836353472
2.0715,34.78714295444437,23.511814490543717
2.0725,34.911546033952845,23.595895615897582
2.0735,35.03607510284836,23.542387116068348
2.0745,35.02652912676853,23.626148866366
2.0755,35.15083458576158,23.70999557776703
2.0765,35.27526622312697,23.79392739919988
2.0775,35.399824257207655,23.738307375731395
2.0785,35.388399674415915,23.82191803005253
2.0795,35.5127329424587,23.905613731100715
2.0805,35.637192761167015,23.989394620504658
2.0815,35.761779338632,24.07326083834218
2.0825,35.748467908055034,24.015111273025582
2.0835,35.872828461674025,24.098654224875055
2.0845,35.997315894936776,24.18228241195114
2.0855,36.121930406270145,24.265995967553064
2.0865,36.10672365067944,24.349795023542544
2.0875,36.23111078423252,24.289101723912072
2.0885,36.35562508551817,24.372575304063115
2.0895,36.48026674384607,24.45613426354942
2.0905,36.60503594650915,24.539778727930948
2.0915,36.58756879788557,24.47694031654467
2.0925,36.71210905074454,24.560257258238057
2.0935,36.836776901500095,24.64365956242483
2.0945,36.96157252895275,24.727147348721818
2.0955,36.9421906776919,24.81072073549058
2.0965,37.06675580493142,24.745311697100448
2.0975,37.191448734881625,24.82855516826584
2.0985,37.316269638319035,24.911884072962202
2.0995,37.294963923763575,24.995298524015375
2.1005,37.41955269602256,24.92772153288495
2.1015,37.54426944170708,25.01080388109382
2.1025,37.66911432400724,25.09397158986002
2.1035,37.645875396579434,25.177224766781013
2.1045,37.770486440349806,25.26056351835418
2.1055,37.89522559597665,25.190388023021498
2.1065,38.02009301947263,25.27339211654067
2.1075,37.99491135005149,25.35648157721438
2.1085,38.11954315518795,25.439656506661176
2.1095,38.24430318002693,25.367289462758958
2.1105,38.36919157378652,25.450127422183282
2.1115,38.34205746251253,25.533050626169903
2.1125,38.466708389269165,25.61605917172299
2.1135,38.591487614581254,25.699153154879816
2.1145,38.716395281230575,25.624158850656965
2.1155,38.68729886577979,25.70691316422985
2.1165,38.8119671514086,25.789752671948186
2.1175,38.93676378694468,25.87267746553598
2.1185,39.0616889090696,25.795467341767072
2.1195,39.03062017243495,25.878050042639227
2.1205,39.15530393737825,25.960717771065077
2.1215,39.28011607747967,26.043470614683855
2.1225,39.40505672363541,26.126308660282255
2.1235,39.37200550145012,26.04644173297407
2.1245,39.49670275515647,26.12893485750654
2.1255,39.62152838448515,26.211512908578175
2.1265,39.746482514842704,26.294175969151308
2.1275,39.71143850227782,26.212068345633437
2.1285,39.8361471486681,26.294383962638502
2.1295,39.960984147593386,26.37678430045818
2.1305,39.924312725622215,26.459269438428514
2.1315,40.048902377513606,26.3749096472382
2.1325,40.17362022012226,26.45704477791406
2.1335,40.29846636978825,26.539264407461133
2.1345,40.25978328612052,26.62156861177511
2.1355,40.38437990423127,26.703957466038364
2.1365,40.50910465104508,26.61689667102755
2.1375,40.63395763814092,26.698932526552525
2.1385,40.59325223225173,26.78105271621781
2.1395,40.71785345408178,26.8632573119778
2.1405,40.842582722097504,26.773918701137486
2.1415,40.96744014335101,26.855767649540706
2.1425,40.9247016368695,26.93770067695846
2.1435,41.049305012241135,27.019717852279197
2.1445,41.174036331760746,26.928089633221564
2.1455,41.2988956981743,27.009748477237732
2.1465,41.254113200119,27.091491131343883
2.1475,41.378716195284156,27.173317661515085
2.1485,41.50344701396583,27.255228133126188
2.1495,41.45699585458606,27.160853432823668
2.1505,41.58146826654073,27.24240244205215
2.1515,41.70606826805636,27.32403504251279
2.1525,41.83079595473721,27.4057512968414
2.1535,41.78228096090978,27.309060674467435
2.1545,41.90674784122299,27.390412709546972
2.1555,42.03134215961003,27.47184803864518
2.1565,42.1560640079159,27.553366721792315
2.1575,42.1054740021593,27.454348107252486
2.1585,42.229932605065585,27.535499783848184
2.1595,42.35451847826549,27.616734445448255
2.1605,42.30223491122989,27.698052149603264
2.1615,42.42655541953618,27.59669339445285
2.1625,42.55100292921219,27.677641275662424
2.1635,42.67557752585439,27.75867182160888
2.1645,42.62119862780667,27.839785087481804
2.1655,42.745505355009165,27.92098112798893
2.1665,42.86993888870485,27.816814566915212
2.1675,42.99449931119711,27.89763749936303
2.1685,42.938013650697215,27.978542818485124
2.1695,43.06230366440845,28.059530576764278
2.1705,43.18672027540989,27.952996820722035
2.1715,43.12851561534031,28.033608594341707
2.1725,43.2526596237922,28.114302411242626
2.1735,43.3769299298265,28.195078321787197
2.1745,43.50132661026089,28.086164990833822
2.1755,43.4409944457439,28.166562014898986
2.1765,43.56511592630419,28.2470407291685
2.1775,43.68936347136894,28.32760118198309
2.1785,43.62729572016018,28.21629583058953
2.1795,43.7512658285914,28.296474470954568
2.1805,43.87536168404904,28.376734439195612
2.1815,43.999583358294956,28.45707578172522
2.1825,43.93536711512718,28.343365901405768
2.1835,44.059308701690945,28.423322482380108
2.1845,44.18337578014611,28.503360020060363
2.1855,44.11740718173297,28.583478559019234
2.1865,44.24119189587136,28.467351580831984
2.1875,44.36510176798564,28.54708238695754
2.1885,44.489136865172064,28.626893770165278
2.1895,44.420998558911656,28.706785773271708
2.1905,44.54474859089308,28.786758438740158
2.1915,44.66862350531253,28.66773034793468
2.1925,44.59871590633926,28.747311815044974
2.1935,44.72230344188856,28.82697351266761
2.1945,44.84601551073755,28.906715481605794
2.1955,44.969852175671626,28.78524236120227
2.1965,44.89775344027389,28.864590114458764
2.1975,45.02129997915811,28.94401770117971
2.1985,45.14497075690921,29.02352516058234
2.1995,45.0710856338856,28.89959426211487
2.2005,45.194463937492685,28.978704469132204
2.2015,45.31796611671324,29.057894105231806
2.2025,45.44159223034579,29.137163208115286
2.2035,45.36549434401192,29.010761731976118
2.2045,45.488825193275055,29.08963052716753
2.2055,45.6122796062004,29.168578340035594
2.2065,45.534378090405326,29.247605206832944
2.2075,45.65753485882064,29.11872030420793
2.2085,45.78081481454277,29.19734379014269
2.2095,45.90421801267817,29.276045875620156
2.2105,45.824081921579506,29.3548265955074
2.2115,45.947184644907495,29.223445370221974
2.2125,46.07041022733071,29.301819618916188
2.2135,45.988453127682234,29.380272042571534
2.2145,46.11137582529561,29.45880267472958
2.2155,46.234420993473606,29.324912185009737
2.2165,46.150635162990284,29.403033239154887
2.2175,46.27337502398344,29.48123203749873
2.2185,46.39623696195911,29.55950861231438
2.2195,46.51922102717933,29.423095872467588
2.2205,46.43316885126797,29.500959746600007
2.2215,46.55584472617902,29.578900928241563
2.2225,46.67864232847857,29.656919448451152
2.2235,46.59074386114962,29.51797143047133
2.2245,46.71323082372975,29.59557411208596
2.2255,46.835839109137765,29.673253658834525
2.2265,46.746086552957074,29.751010100613257
2.2275,46.868381738018634,29.60951373571419
2.2285,46.990797836785475,29.686851186325786
2.2295,47.11333489516551,29.76426505424038
2.2305,47.02128389981495,29.841755368240563
2.2315,47.14350492687265,29.697697548321063
2.2325,47.26584649875609,29.774765704475683
2.2335,47.171923688746865,29.851909824865615
2.2345,47.29394674415422,29.705778221257074
2.2355,47.41608992534538,29.782497516251247
2.2365,47.32028743474776,29.85929229049089
2.2375,47.44210960411927,29.93616257086992
2.2385,47.564051476104666,29.787445915028037
2.2395,47.46636141945229,29.863888179501195
2.2405,47.58797977437308,29.940405461283845
2.2415,47.70971740473127,30.016997786280648
2.2425,47.831574351395055,29.86568286823295
2.2435,47.731543475971776,29.94184397411763
2.2445,47.853073918769674,30.01807963069538
2.2455,47.97472324572338,30.094389862922377
2.2465,47.872786884712774,29.9404634383529
2.2475,47.99410718088807,30.01633923603132
2.2485,48.1155459253268,30.092289113288793
2.2495,48.01169613238172,30.168313094171644
2.2505,48.132803310112564,30.01176188560782
2.2515,48.25402849658025,30.08734820472093
2.2525,48.1482573079584,30.1630081279758
2.2535,48.26914838302038,30.238741678545896
2.2545,48.39015702376324,0.0
2.2555,48.28245645878227,0.0
2.2565,48.40312843489399,0.0
2.2575,48.52391753020212,0.0
2.2585,48.64482378021218,0.0
2.2595,48.53472946083706,0.0
2.2605,48.65529599937508,0.0
2.2615,48.775979241876584,0.0
2.2625,48.663937416854544,0.0
2.2635,48.784278375980776,0.0
2.2645,48.90473558512314,0.0
2.2655,48.79073822089732,0.0
2.2665,48.910850566973075,0.0
2.2675,49.03107870599885,0.0
2.2685,48.91511775387398,0.0
2.2695,49.03499844256211,0.0
2.2705,49.154994464103005,0.0
2.2715,9.30751999393499,0.0
2.2725,9.306367017719296,0.0
2.2735,9.329040187661807,0.0
2.2745,9.351735110657646,0.0
2.2755,9.374451792522486,0.0
2.2765,9.397190239031524,0.0
2.2775,9.419950455919738,0.0
2.2785,9.442732448882316,0.0
2.2795,9.465536223574922,0.0
2.2805,9.48836178561412,0.0
2.2815,9.51120914057768,0.0
2.2825,9.534078294004901,0.0
2.2835,9.556969251396923,0.0
2.2845,9.579882018217129,0.0
2.2855,9.602816599891401,0.0
2.2865,9.625773001808474,0.0
2.2875,9.624010841552742,0.0
2.2885,9.646951925465785,0.0
2.2895,9.669914789577824,0.0
2.2905,9.692899439118683,0.0
2.2915,9.71590587928265,0.0
2.2925,9.738934115228842,0.0
2.2935,9.761984152081453,0.0
2.2945,9.785055994930092,0.0
2.2955,9.808149648829994,0.0
2.2965,9.831265118802426,0.0
2.2975,9.854402409834876,0.0
2.2985,9.877561526881399,0.0
2.2995,9.900742474862826,0.0
2.3005,9.923945258667127,0.0
2.3015,9.921598752344623,0.0
2.3025,9.944785462765383,0.0
2.3035,9.967993967307782,0.0
2.3045,9.99122427071868,0.0
2.3055,10.014476377713432,0.0
2.3065,10.037750292976204,0.0
2.3075,10.06104602116017,0.0
2.3085,10.084363566887834,0.0
2.3095,10.107702934751245,0.0
2.3105,10.131064129312271,0.0
2.3115,10.154447155102794,0.0
2.3125,10.177852016625023,0.0
2.3135,10.201278718351693,0.0
2.3145,10.198374874868795,0.0
2.3155,10.221784779596067,0.0
2.3165,10.245216481448312,0.0
2.3175,10.268669984771599,0.0
2.3185,10.292145293883758,0.0
2.3195,10.315642413074675,0.0
2.3205,10.339161346606438,0.0
2.3215,10.362702098713648,0.0
2.3225,10.386264673603568,0.0
2.3235,10.409849075456403,0.0
2.3245,10.433455308425447,0.0
2.3255,10.457083376637376,0.0
2.3265,10.480733284192397,0.0
2.3275,10.477261869698989,0.0
2.3285,10.500894244367597,0.0
2.3295,10.524548414059632,0.0
2.3305,10.548224382761306,0.0
2.3315,10.571922154433523,0.0
2.3325,10.595641733011988,0.0
2.3335,10.61938312240751,0.0
2.3345,10.643146326506153,0.0
2.3355,10.666931349169436,0.0
2.3365,10.690738194234486,0.0
2.3375,10.7145668655143,0.0
2.3385,10.710597632687024,0.0
2.3395,10.734408122312045,0.0
2.3405,10.758240392873837,0.0
2.3415,10.78209444808098,0.0
2.3425,10.805970291618888,0.0
2.3435,10.829867927149982,0.0
2.3445,10.853787358313841,0.0
2.3455,10.877728588727436,0.0
2.3465,10.901691621985265,0.0
2.3475,10.925676461659549,0.0
2.3485,10.949683111300361,0.0
2.3495,10.945208427489272,0.0
2.3505,10.969196239365733,0.0
2.3515,10.99320581505143,0.0
2.3525,11.01723715800068,0.0
2.3535,11.041290271646577,0.0
2.3545,11.065365159401155,0.0
2.3555,11.08946182465557,0.0
2.3565,11.113580270780174,0.0
2.3575,11.1377205011248,0.0
2.3585,11.161882519018818,0.0
2.3595,11.156935946709439,0.0
2.3605,11.181078514185232,0.0
2.3615,11.205242822313416,0.0
2.3625,11.22942887433474,0.0
2.3635,11.253636673470346,0.0
2.3645,11.277866222921869,0.0
2.3655,11.302117525871644,0.0
2.3665,11.326390585482848,0.0
2.3675,11.350685404899595,0.0
2.3685,11.375001987247114,0.0
2.3695,11.369577044938332,0.0
2.3705,11.393873559008279,0.0
2.3715,11.418191788426313,0.0
2.3725,11.442531736235516,0.0
2.3735,11.466893405460848,0.0
2.3745,11.491276799109258,0.0
2.3755,11.515681920169797,0.0
2.3765,11.540108771613761,0.0
2.3775,11.564557356394838,0.0
2.3785,11.589027677449216,0.0
2.3795,11.58311785356566,0.0
2.3805,11.607567483648491,0.0
2.3815,11.632038801785537,0.0
2.3825,11.656531810836793,0.0
2.3835,11.681046513645462,0.0
2.3845,11.705582913038036,0.0
2.3855,11.730141011824445,0.0
2.3865,11.754720812798174,0.0
2.3875,11.77932231873639,0.0
2.3885,11.77296404806301,0.0
2.3895,11.797544287356667,0.0
2.3905,11.822146182859445,0.0
2.3915,11.84676973727726,0.0
2.3925,11.87141495330025,0.0
2.3935,11.896081833603057,0.0
2.3945,11.920770380844774,0.0
2.3955,11.945480597669178,0.0
2.3965,11.970212486704714,0.0
2.3975,11.963400350431678,0.0
2.3985,11.988110393711127,0.0
2.3995,12.012842059944093,0.0
2.4005,12.037595351692339,0.0
2.4015,12.06237027150297,0.0
2.4025,12.087166821908504,0.0
2.4035,12.111985005426998,0.0
2.4045,12.1368248245621,0.0
2.4055,12.16168628180322,0.0
2.4065,12.154414843003886,0.0
2.4075,12.179253872151357,0.0
2.4085,12.20411448967631,0.0
2.4095,12.228996698005655,0.0
2.4105,12.253900499552559,0.0
2.4115,12.278825896716551,0.0
2.4125,12.30377289188357,0.0
2.4135,12.328741487426166,0.0
2.4145,12.321049855847138,0.0
2.4155,12.345995490413156,0.0
2.4165,12.370962675230055,0.0
2.4175,12.395951412611364,0.0
2.4185,12.420961704857646,0.0
2.4195,12.44599355425659,0.0
2.4205,12.471046963083099,0.0
2.4215,12.496121933599408,0.0
2.4225,12.488005686972778,0.0
2.4235,12.513057161343465,0.0
2.4245,12.53813014690477,0.0
2.4255,12.56322464586319,0.0
2.4265,12.588340660412973,0.0
2.4275,12.61347819273626,0.0
2.4285,12.63863724500309,0.0
2.4295,12.66381781937156,0.0
2.4305,12.655272524588963,0.0
2.4315,12.680429065478458,0.0
2.4325,12.70560707761616,0.0
2.4335,12.73080656310746,0.0
2.4345,12.756027524046216,0.0
2.4355,12.781269962514823,0.0
2.4365,12.80653388058425,0.0
2.4375,12.831819280314212,0.0
2.4385,12.822840493983167,0.0
2.4395,12.8481013208506,0.0
2.4405,12.873383578189848,0.0
2.4415,12.89868726801073,0.0
2.4425,12.924012392312212,0.0
2.4435,12.949358953082404,0.0
2.4445,12.974726952298672,0.0
2.4455,13.000116391927673,0.0
2.4465,12.990699660893595,0.0
2.4475,13.016063986333226,0.0
2.4485,13.041449700679332,0.0
2.4495,13.066856805851371,0.0
2.4505,13.09228530375856,0.0
2.4515,13.117735196299845,0.0
2.4525,13.14320648536403,0.0
2.4535,13.133394349310125,0.0
2.4545,13.1588400346661,0.0
2.4555,13.184307064772609,0.0
2.4565,13.209795441473496,0.0
2.4575,13.235305166602734,0.0
2.4585,13.260836241984604,0.0
2.4595,13.286388669433684,0.0
2.4605,13.31196245075495,0.0
2.4615,13.301703938314361,0.0
2.4625,13.327251571212475,0.0
2.4635,13.35282050592328,0.0
2.4645,13.378410744209125,0.0
2.4655,13.404022287823084,0.0
2.4665,13.429655138509016,0.0
2.4675,13.455309298001604,0.0
2.4685,13.444647881859254,0.0
2.4695,13.470275400568786,0.0
2.4705,13.495924175784644,0.0
2.4715,13.521594209200858,0.0
2.4725,13.547285502502657,0.0
2.4735,13.572998057366428,0.0
2.4745,13.598731875459842,0.0
2.4755,13.587664020716405,0.0
2.4765,13.613370704428018,0.0
2.4775,13.63909859883891,0.0
2.4785,13.664847705577973,0.0
2.4795,13.69061802626567,0.0
2.4805,13.716409562514093,0.0
2.4815,13.742222315926961,0.0
2.4825,13.730744482440969,0.0
2.4835,13.756529606688575,0.0
2.4845,13.782335895350482,0.0
2.4855,13.808163349993402,0.0
2.4865,13.834011972176013,0.0
2.4875,13.859881763449003,0.0
2.4885,13.848039647297092,0.0
2.4895,13.873881367963376,0.0
2.4905,13.899744204787423,0.0
2.4915,13.92562815928434,0.0
2.4925,13.951533232961504,0.0
2.4935,13.977459427318589,0.0
2.4945,14.003406743847695,0.0
2.4955,13.991148003695333,0.0
2.4965,14.017066752760156,0.0
2.4975,14.043006570862259,0.0
2.4985,14.068967459459708,0.0
2.4995,14.094949420003214,0.0
2.5005,14.120952453936164,0.0
2.5015,14.146976562694626,0.0
2.5025,14.134297644571676,0.0
2.5035,14.160292687963643,0.0
2.5045,14.186308752853101,0.0
2.5055,14.212345840643602,0.0
2.5065,14.238403952731735,0.0
2.5075,14.264483090507056,0.0
2.5085,14.251430972460815,0.0
2.5095,14.277480600838341,0.0
2.5105,14.303551201414317,0.0
2.5115,14.329642775547036,0.0
2.5125,14.355755324588054,0.0
2.5135,14.381888849882166,0.0
2.5145,14.3684608160841,0.0
2.5155,14.394564387227904,0.0
2.5165,14.420688880981341,0.0
2.5175,14.44683429865913,0.0
2.5185,14.473000641569506,0.0
2.5195,14.499187911014255,0.0
2.5205,14.485381242976647,0.0
2.5215,14.511538112823285,0.0
2.5225,14.537715855411761,0.0
2.5235,14.563914472014881,0.0
2.5245,14.590133963899243,0.0
2.5255,14.616374332325181,0.0
2.5265,14.64263557854689,0.0
2.5275,14.628395831702457,0.0
2.5285,14.654626177017466,0.0
2.5295,14.680877346170385,0.0
2.5305,14.707149340387705,0.0
2.5315,14.733442160889917,0.0
2.5325,14.75975580889162,0.0
2.5335,14.745131586749347,0.0
2.5345,14.771413886980564,0.0
2.5355,14.797716960615778,0.0
2.5365,14.824040808842888,0.0
2.5375,14.850385432843996,0.0
2.5385,14.87675083379553,0.0
2.5395,14.861739410054716,0.0
2.5405,14.888073015751612,0.0
2.5415,14.914427344170793,0.0
2.5425,14.940802396462994,0.0
2.5435,14.967198173773403,0.0
2.5445,14.951849733851061,0.0
2.5455,14.97821332330016,0.0
2.5465,15.004597583430835,0.0
2.5475,15.031002515363348,0.0
2.5485,15.05742812021264,0.0
2.5495,15.083874399088275,0.0
2.5505,15.068133695683692,0.0
2.5515,15.094547338125748,0.0
2.5525,15.120981600133463,0.0
2.5535,15.147436482792404,0.0
2.5545,15.173911987183018,0.0
2.5555,15.200408114380611,0.0
2.5565,15.184272414851907,0.0
2.5575,15.21073545648247,0.0
2.5585,15.237219066339605,0.0
2.5595,15.263723245475482,0.0
2.5605,15.290247994937328,0.0
2.5615,15.316793315767384,0.0
2.5625,15.300259885382248,0.0
2.5635,15.326771670969846,0.0
2.5645,15.353303973229764,0.0
2.5655,15.379856793181952,0.0
2.5665,15.406430131841606,0.0
2.5675,15.389550683204444,0.0
2.5685,15.416090092223623,0.0
2.5695,15.442649965159767,0.0
2.5705,15.469230303006393,0.0
2.5715,15.495831106752433,0.0
2.5725,15.522452377382198,0.0
2.5735,15.505170121197825,0.0
2.5745,15.531757011559856,0.0
2.5755,15.558364313906871,0.0
2.5765,15.584992029202338,0.0
2.5775,15.611640158405237,0.0
2.5785,15.594007544672726,0.0
2.5795,15.620620898431058,0.0
2.5805,15.647254611109407,0.0
2.5815,15.673908683646514,0.0
2.5825,15.700583116976775,0.0
2.5835,15.682598145234758,0.0
2.5845,15.709237407603004,0.0
2.5855,15.735896975690899,0.0
2.5865,15.762576850413184,0.0
2.5875,15.789277032680436,0.0
2.5885,15.815997523399053,0.0
2.5895,15.797602316851739,0.0
2.5905,15.824287184696205,0.0
2.5915,15.850992305819972,0.0
2.5925,15.877717681110488,0.0
2.5935,15.904463311451158,0.0
2.5945,15.88571140001357,0.0
2.5955,15.912421011251318,0.0
2.5965,15.93915082228633,0.0
2.5975,15.965900833983598,0.0
2.5985,15.99267104720419,0.0
2.5995,15.973560427095256,0.0
2.6005,16.000294224672775,0.0
2.6015,16.02704816844223,0.0
2.6025,16.053822259246804,0.0
2.6035,16.080616497925924,0.0
2.6045,16.061145164380395,0.0
2.6055,16.087902590573428,0.0
2.6065,16.114680109233287,0.0
2.6075,16.141477721182024,0.0
2.6085,16.16829542723802,0.0
2.6095,16.195133228216015,0.0
2.6105,16.17524187096471,0.0
2.6115,16.20204240602242,0.0
2.6125,16.22886298050705,0.0
2.6135,16.255703595216563,0.0
2.6145,16.282564250945338,0.0
2.6155,16.26230782435569,0.0
2.6165,16.289130816688257,0.0
2.6175,16.31597379447333,0.0
2.6185,16.34283675848903,0.0
2.6195,16.36971970951004,0.0
2.6205,16.349096205848756,0.0
2.6215,16.375941095720194,0.0
2.6225,16.402805916960453,0.0
2.6235,16.42969067032841,0.0
2.6245,16.456595356579584,0.0
2.6255,16.435602767232282,0.0
2.6265,16.462468994310537,0.0
2.6275,16.489355098567746,0.0
2.6285,16.516261080744073,0.0
2.6295,16.54318694157645,0.0
2.6305,16.521823257070263,0.0
2.6315,16.548710260443634,0.0
2.6325,16.575617086702838,0.0
2.6335,16.602543736569885,0.0
2.6345,16.580865970381254,0.0
2.6355,16.607753420789198,0.0
2.6365,16.634660638982083,0.0
2.6375,16.66158762566735,0.0
2.6385,16.688534381549317,0.0
2.6395,16.666481843084913,0.0
2.6405,16.693389000762064,0.0
2.6415,16.720315871750365,0.0
2.6425,16.747262456739968,0.0
2.6435,16.774228756418076,0.0
2.6445,16.751799433905767,0.0
2.6455,16.778725736389713,0.0
2.6465,16.8056716976156,0.0
2.6475,16.832637318256847,0.0
2.6485,16.859622598983986,0.0
2.6495,16.836814479873325,0.0
2.6505,16.863759364179675,0.0
2.6515,16.890723852566012,0.0
2.6525,16.91770794568948,0.0
2.6535,16.944711644204396,0.0
2.6545,16.921522715186068,0.0
2.6555,16.948485617822502,0.0
2.6565,16.975468069786746,0.0
2.6575,17.002470071720108,0.0
2.6585,16.978959008165422,0.0
2.6595,17.005919871285975,0.0
2.6605,17.03290022826577,0.0
2.6615,17.05990007973344,0.0
2.6625,17.086919426314847,0.0
2.6635,17.063023869024267,0.0
2.6645,17.090001676930513,0.0
2.6655,17.116998923785705,0.0
2.6665,17.14401561020338,0.0
2.6675,17.1197948659384,0.0
2.6685,17.146769670423662,0.0
2.6695,17.173763858262593,0.0
2.6705,17.20077743005663,0.0
2.6715,17.2278103864047,0.0
2.6725,17.2032014622508,0.0
2.6735,17.23019213641809,0.0
2.6745,17.25720213887822,0.0
2.6755,17.284231470218337,0.0
2.6765,17.31128013102317,0.0
2.6775,17.286281010397893,0.0
2.6785,17.313286988568763,0.0
2.6795,17.340312239892153,0.0
2.6805,17.36735676494134,0.0
2.6815,17.342027731262263,0.0
2.6825,17.36902922994858,0.0
2.6835,17.396049946007658,0.0
2.6845,17.4230898800016,0.0
2.6855,17.45014903249015,0.0
2.6865,17.42442611277986,0.0
2.6875,17.451441838093267,0.0
2.6885,17.47847672549965,0.0
2.6895,17.5055307755479,0.0
2.6905,17.47947488578827,0.0
2.6915,17.5064851646457,0.0
2.6925,17.53351454970442,0.0
2.6935,17.560563041502654,0.0
2.6945,17.53417279668407,0.0
2.6955,17.561177173151048,0.0
2.6965,17.588200599878856,0.0
2.6975,17.615243077395295,0.0
2.6985,17.64230460622602,0.0
2.6995,17.61551511010517,0.0
2.7005,17.64253212230033,0.0
2.7015,17.669568129285732,0.0
2.7025,17.696623131576906,0.0
2.7035,17.66949622103374,0.0
2.7045,17.696506362280495,0.0
2.7055,17.72353544227261,0.0
2.7065,17.7505834615157,0.0
2.7075,17.777650420513265,0.0
2.7085,17.750120564184684,0.0
2.7095,17.777142260512644,0.0
2.7105,17.804182839991455,0.0
2.7115,17.831242303114976,0.0
2.7125,17.803371971450876,0.0
2.7135,17.830385827239404,0.0
2.7145,17.857418510034318,0.0
2.7155,17.884470020320045,0.0
2.7165,17.856257826608136,0.0
2.7175,17.88326338478176,0.0
2.7185,17.910287713773872,0.0
2.7195,17.937330814059653,0.0
2.7205,17.908775371294706,0.0
2.7215,17.935772174581814,0.0
2.7225,17.962787692456967,0.0
2.7235,17.9898219253863,0.0
2.7245,18.016874873834137,0.0
2.7255,17.98790943721241,0.0
2.7265,18.014915686465127,0.0
2.7275,18.041940594491106,0.0
2.7285,18.06898416174585,0.0
2.7295,18.03967241239431,0.0
2.7305,18.066668935331666,0.0
2.7315,18.093684060720754,0.0
2.7325,18.120717789008467,0.0
2.7335,18.091058339012918,0.0
2.7345,18.118044677758274,0.0
2.7355,18.145049562594075,0.0
2.7365,18.172072993958775,0.0
2.7375,18.142064455134584,0.0
2.7385,18.169040151631275,0.0
2.7395,18.19603433781816,0.0
2.7405,18.223047014125456,0.0
2.7415,18.192687998022617,0.0
2.7425,18.21965259403752,0.0
2.7435,18.246635623304215,0.0
2.7445,18.27363708624485,0.0
2.7455,18.24292620415286,0.0
2.7465,18.269879241279877,0.0
2.7475,18.296850655182944,0.0
2.7485,18.323840446276286,0.0
2.7495,18.29277630922893,0.0
2.7505,18.319717328892466,0.0
2.7515,18.346676668819683,0.0
2.7525,18.37365432941704,0.0
2.7535,18.34223554819712,0.0
2.7545,18.369164091655378,0.0
2.7555,18.396110898829058,0.0
2.7565,18.423075970117065,0.0
2.7575,18.391301155260965,0.0
2.7585,18.418216763609227,0.0
2.7595,18.44515057908948,0.0
2.7605,18.472102602093255,0.0
2.7615,18.43997036389546,0.0
2.7625,18.466872578069232,0.0
2.7635,18.493792942757164,0.0
2.7645,18.5207314583435,0.0
2.7655,18.488240406860942,0.0
2.7665,18.51512876763913,0.0
2.7675,18.542035222279893,0.0
2.7685,18.56895977116034,0.0
2.7695,18.536108516216725,0.0
2.7705,18.562982564224665,0.0
2.7715,18.58987464941048,0.0
2.7725,18.616784772144353,0.0
2.7735,18.58357192333437,0.0
2.7745,18.610431199046747,0.0
2.7755,18.637308455219923,0.0
2.7765,18.664203692217235,0.0
2.7775,18.630627858910653,0.0
2.7785,18.657471902654496,0.0
2.7795,18.68433387011027,0.0
2.7805,18.71121376163462,0.0
2.7815,18.677273552980306,0.0
2.7825,18.70410190493776,0.0
2.7835,18.730948123827137,0.0
2.7845,18.757812209998534,0.0
